categoryid,parentid,root_category,depth_level,path,is_root,is_leaf,total_views,total_carts,total_purchases,unique_visitors,unique_items,view_to_cart_rate,cart_to_purchase_rate,category_cvr,cart_abandonment_rate,outofstock_items,outofstock_views,traffic_rank,cvr_rank
198,1009,431,2,431 > 1009 > 198,0,1,54,0,0,47,28,0.0000,,0.0000,,28,54,847,775
1380,1618,1600,3,1600 > 995 > 1618 > 1380,0,1,53,0,0,44,16,0.0000,,0.0000,,16,53,849,775
1512,1687,250,3,250 > 1335 > 1687 > 1512,0,1,53,0,0,36,25,0.0000,,0.0000,,25,53,849,775
728,1009,431,2,431 > 1009 > 728,0,1,53,0,0,44,14,0.0000,,0.0000,,14,53,849,775
668,1239,653,3,653 > 351 > 1239 > 668,0,1,53,0,0,39,7,0.0000,,0.0000,,7,53,849,775
1292,540,140,2,140 > 540 > 1292,0,0,53,3,1,37,6,5.6604,33.3333,1.8868,66.6667,0,0,849,775
1097,114,1224,3,1224 > 1443 > 114 > 1097,0,1,53,1,0,33,4,1.8868,0.0000,0.0000,100.0000,2,28,849,775
1440,1669,250,2,250 > 1669 > 1440,0,1,52,0,0,43,6,0.0000,,0.0000,,6,52,855,775
1019,1229,791,2,791 > 1229 > 1019,0,1,52,1,0,30,14,1.9231,0.0000,0.0000,100.0000,3,8,855,775
882,1259,431,2,431 > 1259 > 882,0,1,52,0,0,38,19,0.0000,,0.0000,,19,52,855,775
1489,1009,431,2,431 > 1009 > 1489,0,1,51,0,0,42,21,0.0000,,0.0000,,21,51,858,775
547,1550,1579,3,1579 > 359 > 1550 > 547,0,1,51,0,0,44,24,0.0000,,0.0000,,24,51,858,775
1405,1423,791,2,791 > 1423 > 1405,0,1,51,1,0,26,20,1.9608,0.0000,0.0000,100.0000,4,11,858,775
365,1424,679,2,679 > 1424 > 365,0,1,51,2,0,44,4,3.9216,0.0000,0.0000,100.0000,4,51,858,775
742,1067,1698,3,1698 > 1160 > 1067 > 742,0,1,50,3,0,37,26,6.0000,0.0000,0.0000,100.0000,25,35,862,775
68,1687,250,3,250 > 1335 > 1687 > 68,0,1,50,0,0,45,9,0.0000,,0.0000,,9,50,862,775
6,933,1224,2,1224 > 933 > 6,0,1,47,2,2,36,12,4.2553,100.0000,4.2553,0.0000,3,13,864,775
780,1067,1698,3,1698 > 1160 > 1067 > 780,0,1,47,4,0,34,16,8.5106,0.0000,0.0000,100.0000,15,28,864,775
460,745,140,3,140 > 540 > 745 > 460,0,1,47,3,1,25,3,6.3830,33.3333,2.1277,66.6667,0,0,864,775
600,768,653,2,653 > 768 > 600,0,1,46,0,0,42,9,0.0000,,0.0000,,9,46,867,775
595,186,1579,3,1579 > 865 > 186 > 595,0,1,46,0,0,36,35,0.0000,,0.0000,,35,46,867,775
1215,1424,679,2,679 > 1424 > 1215,0,0,46,10,4,40,2,21.7391,40.0000,8.6957,60.0000,1,2,867,775
1275,1618,1600,3,1600 > 995 > 1618 > 1275,0,1,46,10,4,38,12,21.7391,40.0000,8.6957,60.0000,5,7,867,775
747,287,1600,2,1600 > 287 > 747,0,0,46,12,3,35,1,26.0870,25.0000,6.5217,75.0000,0,0,867,775
661,127,653,3,653 > 312 > 127 > 661,0,1,46,0,0,38,2,0.0000,,0.0000,,2,46,867,775
20,1299,1532,2,1532 > 1299 > 20,0,0,45,0,1,21,2,0.0000,,2.2222,,2,45,873,775
1484,489,1698,3,1698 > 110 > 489 > 1484,0,1,45,1,1,19,5,2.2222,100.0000,2.2222,0.0000,5,45,873,775
354,1009,431,2,431 > 1009 > 354,0,1,44,0,0,28,21,0.0000,,0.0000,,21,44,875,775
601,732,1482,3,1482 > 593 > 732 > 601,0,1,43,0,0,40,12,0.0000,,0.0000,,12,43,876,775
412,1110,653,2,653 > 1110 > 412,0,1,43,0,0,28,7,0.0000,,0.0000,,7,43,876,775
738,1534,140,3,140 > 540 > 1534 > 738,0,1,43,1,1,26,6,2.3256,100.0000,2.3256,0.0000,2,12,876,775
1079,1257,395,2,395 > 1257 > 1079,0,0,43,1,1,33,2,2.3256,100.0000,2.3256,0.0000,2,43,876,775
1569,587,791,2,791 > 587 > 1569,0,1,43,3,1,29,19,6.9767,33.3333,2.3256,66.6667,7,16,876,775
591,933,1224,2,1224 > 933 > 591,0,1,42,0,0,24,10,0.0000,,0.0000,,3,3,881,775
238,250,250,1,250 > 238,0,1,42,0,0,33,4,0.0000,,0.0000,,4,42,881,775
1448,145,1490,2,1490 > 145 > 1448,0,1,42,0,0,35,6,0.0000,,0.0000,,6,42,881,775
910,1591,1579,2,1579 > 1591 > 910,0,1,42,0,0,37,7,0.0000,,0.0000,,7,42,881,775
670,1566,1224,2,1224 > 1566 > 670,0,1,42,1,1,25,2,2.3810,100.0000,2.3810,0.0000,0,0,881,775
1115,949,1579,3,1579 > 1591 > 949 > 1115,0,1,42,0,0,20,20,0.0000,,0.0000,,20,42,881,775
662,1028,140,3,140 > 540 > 1028 > 662,0,1,42,3,1,28,3,7.1429,33.3333,2.3810,66.6667,0,0,881,775
152,1329,140,3,140 > 1519 > 1329 > 152,0,1,40,2,2,20,1,5.0000,100.0000,5.0000,0.0000,0,0,888,775
1323,1200,395,2,395 > 1200 > 1323,0,0,40,0,0,34,1,0.0000,,0.0000,,1,40,888,775
743,418,1394,2,1394 > 418 > 743,0,1,40,0,0,36,12,0.0000,,0.0000,,12,40,888,775
889,1145,1532,3,1532 > 113 > 1145 > 889,0,1,39,1,0,32,3,2.5641,0.0000,0.0000,100.0000,1,15,891,775
1269,1495,791,2,791 > 1495 > 1269,0,1,39,0,0,32,21,0.0000,,0.0000,,21,39,891,775
25,1490,1490,1,1490 > 25,0,0,38,0,0,35,12,0.0000,,0.0000,,12,38,893,775
1206,1518,1579,3,1579 > 865 > 1518 > 1206,0,1,38,0,0,26,7,0.0000,,0.0000,,7,38,893,775
273,362,431,2,431 > 362 > 273,0,1,37,0,0,29,23,0.0000,,0.0000,,23,37,895,775
1517,71,1579,2,1579 > 71 > 1517,0,1,37,0,0,31,17,0.0000,,0.0000,,17,37,895,775
112,381,1482,2,1482 > 381 > 112,0,1,36,2,0,28,6,5.5556,0.0000,0.0000,100.0000,4,12,897,775
155,1423,791,2,791 > 1423 > 155,0,1,36,0,0,32,6,0.0000,,0.0000,,5,22,897,775
1128,400,1698,3,1698 > 110 > 400 > 1128,0,1,35,1,0,27,4,2.8571,0.0000,0.0000,100.0000,4,35,899,775
964,1326,803,2,803 > 1326 > 964,0,1,35,0,0,23,6,0.0000,,0.0000,,6,35,899,775
1082,866,803,2,803 > 866 > 1082,0,1,35,0,0,31,6,0.0000,,0.0000,,6,35,899,775
698,1251,653,3,653 > 312 > 1251 > 698,0,1,34,4,1,27,4,11.7647,25.0000,2.9412,75.0000,2,24,902,775
829,1518,1579,3,1579 > 865 > 1518 > 829,0,1,34,0,0,30,20,0.0000,,0.0000,,20,34,902,775
1316,1306,1532,5,1532 > 500 > 1012 > 947 > 1306 > 1316,0,1,33,0,0,33,4,0.0000,,0.0000,,4,33,904,775
1309,590,1579,3,1579 > 71 > 590 > 1309,0,1,33,0,0,28,18,0.0000,,0.0000,,18,33,904,775
752,630,679,2,679 > 630 > 752,0,1,33,0,0,30,11,0.0000,,0.0000,,6,20,904,775
1506,213,1532,3,1532 > 1299 > 213 > 1506,0,1,32,7,0,22,6,21.8750,0.0000,0.0000,100.0000,1,0,907,775
593,1482,1482,1,1482 > 593,0,0,32,0,0,31,6,0.0000,,0.0000,,6,32,907,775
162,593,1482,2,1482 > 593 > 162,0,1,31,0,0,28,8,0.0000,,0.0000,,8,31,909,775
906,1687,250,3,250 > 1335 > 1687 > 906,0,1,31,0,0,15,16,0.0000,,0.0000,,16,31,909,775
960,594,1532,3,1532 > 1299 > 594 > 960,0,1,31,0,0,28,14,0.0000,,0.0000,,12,21,909,775
240,1423,791,2,791 > 1423 > 240,0,1,30,0,0,21,15,0.0000,,0.0000,,4,6,912,775
1348,92,653,2,653 > 92 > 1348,0,1,29,1,0,24,16,3.4483,0.0000,0.0000,100.0000,4,13,913,775
887,206,1532,3,1532 > 986 > 206 > 887,0,1,29,0,0,26,8,0.0000,,0.0000,,7,11,913,775
922,1687,250,3,250 > 1335 > 1687 > 922,0,1,29,0,0,23,14,0.0000,,0.0000,,14,29,913,775
1228,121,140,3,140 > 540 > 121 > 1228,0,0,29,0,0,23,12,0.0000,,0.0000,,12,29,913,775
24,1292,140,3,140 > 540 > 1292 > 24,0,1,29,1,1,19,5,3.4483,100.0000,3.4483,0.0000,1,1,913,775
1467,164,140,2,140 > 164 > 1467,0,1,27,2,1,8,1,7.4074,50.0000,3.7037,50.0000,0,0,918,775
1000,92,653,2,653 > 92 > 1000,0,1,27,0,0,24,2,0.0000,,0.0000,,2,27,918,775
717,866,803,2,803 > 866 > 717,0,1,26,0,0,21,4,0.0000,,0.0000,,4,26,920,775
623,381,1482,2,1482 > 381 > 623,0,0,26,1,1,16,1,3.8462,100.0000,3.8462,0.0000,1,26,920,775
1200,395,395,1,395 > 1200,0,0,26,1,2,21,3,3.8462,200.0000,7.6923,-100.0000,1,5,920,775
831,335,140,3,140 > 1486 > 335 > 831,0,1,26,2,0,23,5,7.6923,0.0000,0.0000,100.0000,4,5,920,775
867,441,378,3,378 > 727 > 441 > 867,0,1,26,0,0,21,7,0.0000,,0.0000,,6,24,920,775
87,71,1579,2,1579 > 71 > 87,0,1,26,0,0,23,11,0.0000,,0.0000,,11,26,920,775
197,768,653,2,653 > 768 > 197,0,1,25,0,0,20,2,0.0000,,0.0000,,2,25,926,775
190,755,755,1,755 > 190,0,1,25,0,0,16,8,0.0000,,0.0000,,8,25,926,775
294,1687,250,3,250 > 1335 > 1687 > 294,0,1,25,0,0,21,18,0.0000,,0.0000,,18,25,926,775
1063,351,653,2,653 > 351 > 1063,0,1,25,0,0,23,2,0.0000,,0.0000,,2,25,926,775
355,1534,140,3,140 > 540 > 1534 > 355,0,1,25,0,0,17,2,0.0000,,0.0000,,0,0,926,775
748,781,1600,4,1600 > 1684 > 580 > 781 > 748,0,1,24,0,0,20,9,0.0000,,0.0000,,9,24,931,775
1133,602,791,2,791 > 602 > 1133,0,1,24,0,0,17,3,0.0000,,0.0000,,2,18,931,775
794,602,791,2,791 > 602 > 794,0,1,23,0,0,20,1,0.0000,,0.0000,,1,23,933,775
522,1505,140,3,140 > 384 > 1505 > 522,0,1,23,0,0,8,8,0.0000,,0.0000,,1,1,933,775
817,949,1579,3,1579 > 1591 > 949 > 817,0,1,23,0,0,14,12,0.0000,,0.0000,,12,23,933,775
940,568,140,3,140 > 384 > 568 > 940,0,1,23,1,1,17,7,4.3478,100.0000,4.3478,0.0000,2,2,933,775
980,1145,1532,3,1532 > 113 > 1145 > 980,0,1,23,0,0,20,6,0.0000,,0.0000,,5,21,933,775
834,1056,1579,2,1579 > 1056 > 834,0,1,23,0,0,20,4,0.0000,,0.0000,,3,22,933,775
1044,1687,250,3,250 > 1335 > 1687 > 1044,0,1,23,0,0,21,18,0.0000,,0.0000,,18,23,933,775
692,213,1532,3,1532 > 1299 > 213 > 692,0,1,23,0,0,20,15,0.0000,,0.0000,,13,19,933,775
136,732,1482,3,1482 > 593 > 732 > 136,0,1,22,0,0,20,12,0.0000,,0.0000,,12,22,941,775
1190,250,250,1,250 > 1190,0,1,22,0,0,20,3,0.0000,,0.0000,,3,22,941,775
901,679,679,1,679 > 901,0,0,22,0,0,21,1,0.0000,,0.0000,,1,22,941,775
1210,1259,431,2,431 > 1259 > 1210,0,1,22,0,0,15,17,0.0000,,0.0000,,17,22,941,775
1100,1423,791,2,791 > 1423 > 1100,0,1,22,0,0,19,7,0.0000,,0.0000,,5,13,941,775
526,1453,1579,3,1579 > 71 > 1453 > 526,0,1,21,0,0,20,7,0.0000,,0.0000,,7,21,946,775
510,908,140,4,140 > 920 > 1487 > 908 > 510,0,1,21,0,0,20,3,0.0000,,0.0000,,3,21,946,775
1622,1292,140,3,140 > 540 > 1292 > 1622,0,1,21,0,0,15,5,0.0000,,0.0000,,0,0,946,775
1021,731,1692,3,1692 > 1661 > 731 > 1021,0,1,20,0,0,18,1,0.0000,,0.0000,,0,0,949,775
31,336,1579,3,1579 > 885 > 336 > 31,0,1,20,0,0,15,9,0.0000,,0.0000,,9,20,949,775
1334,1550,1579,3,1579 > 359 > 1550 > 1334,0,1,20,0,0,11,6,0.0000,,0.0000,,6,20,949,775
129,568,140,3,140 > 384 > 568 > 129,0,1,20,2,1,14,3,10.0000,50.0000,5.0000,50.0000,0,0,949,775
1410,1495,791,2,791 > 1495 > 1410,0,1,20,0,0,18,11,0.0000,,0.0000,,11,20,949,775
92,653,653,1,653 > 92,0,0,20,0,0,17,9,0.0000,,0.0000,,0,0,949,775
1689,71,1579,2,1579 > 71 > 1689,0,1,19,0,0,16,6,0.0000,,0.0000,,6,19,955,775
1557,489,1698,3,1698 > 110 > 489 > 1557,0,1,19,0,0,14,4,0.0000,,0.0000,,4,19,955,775
1411,121,140,3,140 > 540 > 121 > 1411,0,1,19,1,1,14,2,5.2632,100.0000,5.2632,0.0000,1,15,955,775
1548,1499,653,3,653 > 351 > 1499 > 1548,0,1,18,0,0,13,1,0.0000,,0.0000,,0,0,958,775
100,1229,791,2,791 > 1229 > 100,0,1,18,0,0,14,6,0.0000,,0.0000,,0,0,958,775
260,1066,1532,3,1532 > 293 > 1066 > 260,0,1,18,0,0,15,4,0.0000,,0.0000,,3,6,958,775
150,1259,431,2,431 > 1259 > 150,0,1,18,0,0,16,5,0.0000,,0.0000,,5,18,958,775
318,305,1698,3,1698 > 1678 > 305 > 318,0,1,18,0,0,16,3,0.0000,,0.0000,,3,18,958,775
492,362,431,2,431 > 362 > 492,0,1,17,0,0,13,14,0.0000,,0.0000,,14,17,963,775
826,346,140,3,140 > 920 > 346 > 826,0,1,17,0,0,14,2,0.0000,,0.0000,,2,17,963,775
1427,1259,431,2,431 > 1259 > 1427,0,1,17,0,0,13,4,0.0000,,0.0000,,4,17,963,775
76,71,1579,2,1579 > 71 > 76,0,1,16,0,0,5,2,0.0000,,0.0000,,2,16,966,775
1050,1081,1224,2,1224 > 1081 > 1050,0,1,16,0,0,13,11,0.0000,,0.0000,,4,5,966,775
814,1669,250,2,250 > 1669 > 814,0,1,16,0,0,16,3,0.0000,,0.0000,,3,16,966,775
222,561,395,2,395 > 561 > 222,0,1,16,0,0,15,2,0.0000,,0.0000,,1,2,966,775
1134,293,1532,2,1532 > 293 > 1134,0,1,15,0,0,8,4,0.0000,,0.0000,,2,4,970,775
768,653,653,1,653 > 768,0,0,15,0,0,13,4,0.0000,,0.0000,,3,13,970,775
1499,351,653,2,653 > 351 > 1499,0,0,14,0,0,10,5,0.0000,,0.0000,,0,0,972,775
1414,854,1482,2,1482 > 854 > 1414,0,1,14,0,0,14,3,0.0000,,0.0000,,2,10,972,775
339,287,1600,2,1600 > 287 > 339,0,0,14,2,0,12,2,14.2857,0.0000,0.0000,100.0000,0,0,972,775
1185,583,250,2,250 > 583 > 1185,0,1,14,0,0,12,6,0.0000,,0.0000,,6,14,972,775
60,587,791,2,791 > 587 > 60,0,1,14,2,0,12,3,14.2857,0.0000,0.0000,100.0000,1,3,972,775
796,1292,140,3,140 > 540 > 1292 > 796,0,1,14,0,0,10,2,0.0000,,0.0000,,1,4,972,775
579,1371,140,5,140 > 540 > 1292 > 585 > 1371 > 579,0,1,14,0,0,10,8,0.0000,,0.0000,,8,14,972,775
40,1632,1579,3,1579 > 885 > 1632 > 40,0,1,13,0,0,10,3,0.0000,,0.0000,,3,13,979,775
1039,1604,653,3,653 > 1110 > 1604 > 1039,0,1,13,0,0,10,6,0.0000,,0.0000,,6,13,979,775
1667,409,140,2,140 > 409 > 1667,0,0,13,0,0,12,1,0.0000,,0.0000,,1,13,979,775
1271,1259,431,2,431 > 1259 > 1271,0,1,12,0,0,10,9,0.0000,,0.0000,,9,12,982,775
1310,1009,431,2,431 > 1009 > 1310,0,1,12,0,0,8,6,0.0000,,0.0000,,6,12,982,775
511,724,250,2,250 > 724 > 511,0,1,12,1,0,10,3,8.3333,0.0000,0.0000,100.0000,3,12,982,775
1199,1215,679,3,679 > 1424 > 1215 > 1199,0,1,12,0,0,10,1,0.0000,,0.0000,,0,0,982,775
458,732,1482,3,1482 > 593 > 732 > 458,0,1,11,0,0,9,5,0.0000,,0.0000,,5,11,986,775
1442,896,1600,3,1600 > 55 > 896 > 1442,0,1,11,0,0,6,6,0.0000,,0.0000,,0,0,986,775
702,1067,1698,3,1698 > 1160 > 1067 > 702,0,1,11,0,0,4,8,0.0000,,0.0000,,8,11,986,775
146,1582,1698,2,1698 > 1582 > 146,0,1,11,0,0,8,4,0.0000,,0.0000,,4,11,986,775
138,426,1600,3,1600 > 872 > 426 > 138,0,0,11,0,0,11,1,0.0000,,0.0000,,0,0,986,775
540,140,140,1,140 > 540,0,0,11,0,0,7,1,0.0000,,0.0000,,1,11,986,775
1470,44,1698,3,1698 > 110 > 44 > 1470,0,1,11,0,0,11,7,0.0000,,0.0000,,7,11,986,775
1297,19,659,4,659 > 673 > 750 > 19 > 1297,0,1,11,0,0,10,3,0.0000,,0.0000,,3,11,986,775
555,104,140,3,140 > 164 > 104 > 555,0,1,11,4,4,14,2,36.3636,100.0000,36.3636,0.0000,1,1,986,775
749,1687,250,3,250 > 1335 > 1687 > 749,0,1,10,0,0,10,9,0.0000,,0.0000,,9,10,995,775
1226,1669,250,2,250 > 1669 > 1226,0,1,10,0,0,9,7,0.0000,,0.0000,,7,10,995,775
311,1259,431,2,431 > 1259 > 311,0,1,10,0,0,9,8,0.0000,,0.0000,,8,10,995,775
428,1669,250,2,250 > 1669 > 428,0,1,10,0,0,10,3,0.0000,,0.0000,,3,10,995,775
713,1615,395,2,395 > 1615 > 713,0,0,9,0,0,8,5,0.0000,,0.0000,,0,0,999,775
501,1009,431,2,431 > 1009 > 501,0,1,9,0,0,8,5,0.0000,,0.0000,,5,9,999,775
1071,1371,140,5,140 > 540 > 1292 > 585 > 1371 > 1071,0,1,9,0,0,9,1,0.0000,,0.0000,,1,9,999,775
536,1691,1579,3,1579 > 885 > 1691 > 536,0,1,9,0,0,8,6,0.0000,,0.0000,,6,9,999,775
1381,336,1579,3,1579 > 885 > 336 > 1381,0,1,9,0,0,8,6,0.0000,,0.0000,,6,9,999,775
1556,1009,431,2,431 > 1009 > 1556,0,1,8,0,0,8,6,0.0000,,0.0000,,6,8,1004,775
970,275,250,3,250 > 795 > 275 > 970,0,1,8,0,0,8,7,0.0000,,0.0000,,7,8,1004,775
298,949,1579,3,1579 > 1591 > 949 > 298,0,1,8,0,0,4,1,0.0000,,0.0000,,1,8,1004,775
573,252,1600,3,1600 > 872 > 252 > 573,0,0,8,1,0,8,1,12.5000,0.0000,0.0000,100.0000,0,0,1004,775
85,1423,791,2,791 > 1423 > 85,0,1,8,0,0,8,2,0.0000,,0.0000,,2,8,1004,775
632,590,1579,3,1579 > 71 > 590 > 632,0,1,7,0,0,7,3,0.0000,,0.0000,,3,7,1009,775
480,1299,1532,2,1532 > 1299 > 480,0,0,7,0,0,7,1,0.0000,,0.0000,,1,7,1009,775
17,1604,653,3,653 > 1110 > 1604 > 17,0,1,7,0,0,7,1,0.0000,,0.0000,,1,7,1009,775
877,1604,653,3,653 > 1110 > 1604 > 877,0,1,7,0,0,5,2,0.0000,,0.0000,,2,7,1009,775
119,351,653,2,653 > 351 > 119,0,1,7,0,0,7,2,0.0000,,0.0000,,1,2,1009,775
1052,945,653,2,653 > 945 > 1052,0,1,7,0,0,7,1,0.0000,,0.0000,,0,0,1009,775
375,768,653,2,653 > 768 > 375,0,1,7,0,0,7,3,0.0000,,0.0000,,3,7,1009,775
380,1453,1579,3,1579 > 71 > 1453 > 380,0,1,7,0,0,6,4,0.0000,,0.0000,,4,7,1009,775
791,,791,0,791,1,0,7,0,0,7,1,0.0000,,0.0000,,0,0,1009,775
1647,1145,1532,3,1532 > 113 > 1145 > 1647,0,1,7,0,0,7,4,0.0000,,0.0000,,3,6,1009,775
733,1687,250,3,250 > 1335 > 1687 > 733,0,1,7,0,0,7,3,0.0000,,0.0000,,3,7,1009,775
264,1009,431,2,431 > 1009 > 264,0,1,7,0,0,7,4,0.0000,,0.0000,,4,7,1009,775
756,489,1698,3,1698 > 110 > 489 > 756,0,1,6,1,0,5,3,16.6667,0.0000,0.0000,100.0000,3,6,1021,775
981,949,1579,3,1579 > 1591 > 949 > 981,0,1,6,0,0,6,5,0.0000,,0.0000,,5,6,1021,775
393,25,1490,2,1490 > 25 > 393,0,0,6,0,0,4,2,0.0000,,0.0000,,0,0,1021,775
63,1550,1579,3,1579 > 359 > 1550 > 63,0,1,6,0,0,6,4,0.0000,,0.0000,,4,6,1021,775
923,1009,431,2,431 > 1009 > 923,0,1,6,0,0,6,6,0.0000,,0.0000,,6,6,1021,775
1365,538,250,3,250 > 1420 > 538 > 1365,0,1,5,0,0,5,2,0.0000,,0.0000,,2,5,1026,775
1520,245,679,3,679 > 1424 > 245 > 1520,0,1,5,0,0,5,3,0.0000,,0.0000,,3,5,1026,775
344,768,653,2,653 > 768 > 344,0,1,5,0,0,4,3,0.0000,,0.0000,,3,5,1026,775
1590,336,1579,3,1579 > 885 > 336 > 1590,0,1,5,0,0,4,2,0.0000,,0.0000,,1,1,1026,775
534,1009,431,2,431 > 1009 > 534,0,1,5,0,0,5,5,0.0000,,0.0000,,5,5,1026,775
28,1604,653,3,653 > 1110 > 1604 > 28,0,1,5,0,0,5,2,0.0000,,0.0000,,2,5,1026,775
1181,1486,140,2,140 > 1486 > 1181,0,0,4,0,0,3,1,0.0000,,0.0000,,1,4,1032,775
32,1687,250,3,250 > 1335 > 1687 > 32,0,1,4,0,0,3,2,0.0000,,0.0000,,2,4,1032,775
271,362,431,2,431 > 362 > 271,0,1,4,0,0,4,4,0.0000,,0.0000,,4,4,1032,775
1449,1439,755,2,755 > 1439 > 1449,0,1,4,0,0,3,2,0.0000,,0.0000,,2,4,1032,775
716,1056,1579,2,1579 > 1056 > 716,0,1,4,0,0,4,2,0.0000,,0.0000,,2,4,1032,775
433,1229,791,2,791 > 1229 > 433,0,1,4,0,0,4,2,0.0000,,0.0000,,1,1,1032,775
321,1505,140,3,140 > 384 > 1505 > 321,0,1,4,0,0,4,1,0.0000,,0.0000,,0,0,1032,775
1458,384,140,2,140 > 384 > 1458,0,0,4,0,0,4,3,0.0000,,0.0000,,1,1,1032,775
148,1110,653,2,653 > 1110 > 148,0,1,4,0,0,4,1,0.0000,,0.0000,,1,4,1032,775
12,1110,653,2,653 > 1110 > 12,0,1,4,0,0,3,2,0.0000,,0.0000,,2,4,1032,775
594,1299,1532,2,1532 > 1299 > 594,0,0,4,0,0,4,3,0.0000,,0.0000,,3,4,1032,775
265,287,1600,2,1600 > 287 > 265,0,0,4,0,0,2,1,0.0000,,0.0000,,0,0,1032,775
841,400,1698,3,1698 > 110 > 400 > 841,0,1,4,0,0,4,1,0.0000,,0.0000,,1,4,1032,775
1402,250,250,1,250 > 1402,0,1,4,0,0,4,2,0.0000,,0.0000,,2,4,1032,775
1587,1215,679,3,679 > 1424 > 1215 > 1587,0,1,4,0,0,4,2,0.0000,,0.0000,,2,4,1032,775
587,791,791,1,791 > 587,0,0,4,0,0,4,2,0.0000,,0.0000,,0,0,1032,775
908,1487,140,3,140 > 920 > 1487 > 908,0,0,3,0,0,3,1,0.0000,,0.0000,,1,3,1048,775
1640,622,653,3,653 > 312 > 622 > 1640,0,1,3,0,0,3,2,0.0000,,0.0000,,2,3,1048,775
262,995,1600,2,1600 > 995 > 262,0,1,3,1,0,4,1,33.3333,0.0000,0.0000,100.0000,0,0,1048,775
164,140,140,1,140 > 164,0,0,3,0,0,3,1,0.0000,,0.0000,,1,3,1048,775
108,1687,250,3,250 > 1335 > 1687 > 108,0,1,3,0,0,3,3,0.0000,,0.0000,,3,3,1048,775
91,1215,679,3,679 > 1424 > 1215 > 91,0,1,3,0,0,3,2,0.0000,,0.0000,,2,3,1048,775
709,25,1490,2,1490 > 25 > 709,0,0,3,0,0,3,1,0.0000,,0.0000,,0,0,1048,775
820,1157,395,3,395 > 1615 > 1157 > 820,0,1,2,0,0,1,2,0.0000,,0.0000,,2,2,1055,775
30,1009,431,2,431 > 1009 > 30,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
1354,1492,1532,3,1532 > 107 > 1492 > 1354,0,1,2,0,0,1,1,0.0000,,0.0000,,0,0,1055,775
397,8,1579,3,1579 > 1591 > 8 > 397,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
1290,164,140,2,140 > 164 > 1290,0,0,2,0,0,1,2,0.0000,,0.0000,,1,1,1055,775
10,994,755,2,755 > 994 > 10,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
766,986,1532,2,1532 > 986 > 766,0,0,2,0,0,2,1,0.0000,,0.0000,,0,0,1055,775
338,275,250,3,250 > 795 > 275 > 338,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
482,1374,395,3,395 > 1278 > 1374 > 482,0,1,2,0,0,2,1,0.0000,,0.0000,,0,0,1055,775
966,1157,395,3,395 > 1615 > 1157 > 966,0,1,2,0,0,2,2,0.0000,,0.0000,,2,2,1055,775
303,945,653,2,653 > 945 > 303,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
890,1550,1579,3,1579 > 359 > 1550 > 890,0,1,2,0,0,2,2,0.0000,,0.0000,,2,2,1055,775
784,38,1394,3,1394 > 418 > 38 > 784,0,1,2,0,0,2,2,0.0000,,0.0000,,2,2,1055,775
15,1327,1057,3,1057 > 813 > 1327 > 15,0,1,2,0,0,2,1,0.0000,,0.0000,,0,0,1055,775
1281,312,653,2,653 > 312 > 1281,0,0,2,0,0,1,2,0.0000,,0.0000,,2,2,1055,775
708,1101,250,3,250 > 1420 > 1101 > 708,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
853,1687,250,3,250 > 1335 > 1687 > 853,0,1,2,0,0,2,2,0.0000,,0.0000,,2,2,1055,775
1138,104,140,3,140 > 164 > 104 > 1138,0,1,2,0,0,2,1,0.0000,,0.0000,,0,0,1055,775
1459,1604,653,3,653 > 1110 > 1604 > 1459,0,1,2,0,0,2,1,0.0000,,0.0000,,1,2,1055,775
301,362,431,2,431 > 362 > 301,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
346,920,140,2,140 > 920 > 346,0,0,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
732,593,1482,2,1482 > 593 > 732,0,0,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
621,798,1490,2,1490 > 798 > 621,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
546,250,250,1,250 > 546,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
1546,1443,1224,2,1224 > 1443 > 1546,0,0,1,0,0,1,1,0.0000,,0.0000,,0,0,1074,775
674,362,431,2,431 > 362 > 674,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
1345,1056,1579,2,1579 > 1056 > 1345,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
1629,250,250,1,250 > 1629,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
582,590,1579,3,1579 > 71 > 590 > 582,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
1307,1036,250,3,250 > 1420 > 1036 > 1307,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
180,568,140,3,140 > 384 > 568 > 180,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
435,1654,378,3,378 > 727 > 1654 > 435,0,1,1,0,0,1,1,0.0000,,0.0000,,1,1,1074,775
